652 2 2
0.144231 0.160256
0.09375 0.232372
0.168269 0.160256
0.117788 0.225962
0.192308 0.160256
0.141827 0.221154
0.216346 0.160256
0.164663 0.216346
0.240385 0.160256
0.188702 0.209936
0.264423 0.160256
0.21274 0.205128
0.288462 0.160256
0.235577 0.198718
0.3125 0.160256
0.259615 0.192308
0.336538 0.160256
0.283654 0.1875
0.360577 0.160256
0.307692 0.182692
0.384615 0.160256
0.330529 0.176282
0.408654 0.160256
0.354567 0.171474
0.432692 0.160256
0.378606 0.165064
0.456731 0.160256
0.401442 0.160256
0.480769 0.160256
0.425481 0.153846
0.504808 0.160256
0.449519 0.149038
0.528846 0.160256
0.472356 0.142628
0.552885 0.160256
0.496394 0.137821
0.576923 0.160256
0.520433 0.13141
0.600962 0.160256
0.543269 0.126603
0.625 0.160256
0.567308 0.120192
0.649038 0.160256
0.591346 0.115385
0.673077 0.160256
0.615385 0.110577
0.697115 0.160256
0.638221 0.104167
0.721154 0.160256
0.66226 0.0977564
0.745192 0.160256
0.686298 0.0929487
0.769231 0.160256
0.709135 0.088141
0.793269 0.160256
0.733173 0.0817308
0.817308 0.160256
0.757212 0.0769231
0.841346 0.160256
0.780048 0.0705128
0.865385 0.160256
0.804087 0.0641026
0.144231 0.192308
0.0985577 0.264423
0.168269 0.192308
0.121394 0.258013
0.192308 0.192308
0.145433 0.251603
0.216346 0.192308
0.169471 0.246795
0.240385 0.192308
0.19351 0.241987
0.264423 0.192308
0.216346 0.235577
0.288462 0.192308
0.240385 0.230769
0.3125 0.192308
0.264423 0.224359
0.336538 0.192308
0.28726 0.219551
0.360577 0.192308
0.311298 0.213141
0.384615 0.192308
0.335337 0.208333
0.408654 0.192308
0.358173 0.203526
0.432692 0.192308
0.382212 0.197115
0.456731 0.192308
0.40625 0.190705
0.480769 0.192308
0.429087 0.185897
0.504808 0.192308
0.453125 0.179487
0.528846 0.192308
0.477163 0.174679
0.552885 0.192308
0.501202 0.169872
0.576923 0.192308
0.524038 0.163462
0.600962 0.192308
0.548077 0.157051
0.625 0.192308
0.572115 0.152244
0.649038 0.192308
0.594952 0.147436
0.673077 0.192308
0.61899 0.141026
0.697115 0.192308
0.643029 0.136218
0.721154 0.192308
0.665865 0.129808
0.745192 0.192308
0.689904 0.123397
0.769231 0.192308
0.713942 0.11859
0.793269 0.192308
0.736779 0.113782
0.817308 0.192308
0.760817 0.107372
0.841346 0.192308
0.784856 0.102564
0.865385 0.192308
0.808894 0.0961538
0.144231 0.224359
0.102163 0.294872
0.168269 0.224359
0.126202 0.290064
0.192308 0.224359
0.15024 0.283654
0.216346 0.224359
0.173077 0.278846
0.240385 0.224359
0.197115 0.272436
0.264423 0.224359
0.221154 0.267628
0.288462 0.224359
0.24399 0.262821
0.3125 0.224359
0.268029 0.25641
0.336538 0.224359
0.292067 0.251603
0.360577 0.224359
0.314904 0.245192
0.384615 0.224359
0.338942 0.238782
0.408654 0.224359
0.362981 0.233974
0.432692 0.224359
0.387019 0.229167
0.456731 0.224359
0.409856 0.222756
0.480769 0.224359
0.433894 0.216346
0.504808 0.224359
0.457933 0.211538
0.528846 0.224359
0.480769 0.206731
0.552885 0.224359
0.504808 0.200321
0.576923 0.224359
0.528846 0.195513
0.600962 0.224359
0.551683 0.189103
0.625 0.224359
0.575721 0.184295
0.649038 0.224359
0.59976 0.177885
0.673077 0.224359
0.622596 0.173077
0.697115 0.224359
0.646635 0.166667
0.721154 0.224359
0.670673 0.161859
0.745192 0.224359
0.694712 0.157051
0.769231 0.224359
0.717548 0.150641
0.793269 0.224359
0.741587 0.144231
0.817308 0.224359
0.765625 0.139423
0.841346 0.224359
0.788462 0.134615
0.865385 0.224359
0.8125 0.128205
0.144231 0.25641
0.106971 0.326923
0.168269 0.25641
0.129808 0.322115
0.192308 0.25641
0.153846 0.315705
0.216346 0.25641
0.177885 0.310897
0.240385 0.25641
0.200721 0.304487
0.264423 0.25641
0.22476 0.298077
0.288462 0.25641
0.248798 0.293269
0.3125 0.25641
0.272837 0.288462
0.336538 0.25641
0.295673 0.282051
0.360577 0.25641
0.319712 0.277244
0.384615 0.25641
0.34375 0.270833
0.408654 0.25641
0.366587 0.266026
0.432692 0.25641
0.390625 0.259615
0.456731 0.25641
0.414663 0.254808
0.480769 0.25641
0.4375 0.25
0.504808 0.25641
0.461538 0.24359
0.528846 0.25641
0.485577 0.237179
0.552885 0.25641
0.508413 0.232372
0.576923 0.25641
0.532452 0.225962
0.600962 0.25641
0.55649 0.221154
0.625 0.25641
0.580529 0.216346
0.649038 0.25641
0.603365 0.209936
0.673077 0.25641
0.627404 0.203526
0.697115 0.25641
0.651442 0.198718
0.721154 0.25641
0.674279 0.19391
0.745192 0.25641
0.698317 0.1875
0.769231 0.25641
0.722356 0.182692
0.793269 0.25641
0.745192 0.176282
0.817308 0.25641
0.769231 0.169872
0.841346 0.25641
0.793269 0.165064
0.865385 0.25641
0.817308 0.160256
0.144231 0.288462
0.110577 0.357372
0.168269 0.288462
0.134615 0.352564
0.192308 0.288462
0.158654 0.347756
0.216346 0.288462
0.18149 0.341346
0.240385 0.288462
0.205529 0.336538
0.264423 0.288462
0.229567 0.330128
0.288462 0.288462
0.252404 0.325321
0.3125 0.288462
0.276442 0.31891
0.336538 0.288462
0.300481 0.314103
0.360577 0.288462
0.323317 0.309295
0.384615 0.288462
0.347356 0.302885
0.408654 0.288462
0.371394 0.296474
0.432692 0.288462
0.394231 0.291667
0.456731 0.288462
0.418269 0.285256
0.480769 0.288462
0.442308 0.280449
0.504808 0.288462
0.466346 0.275641
0.528846 0.288462
0.489183 0.269231
0.552885 0.288462
0.513221 0.262821
0.576923 0.288462
0.53726 0.258013
0.600962 0.288462
0.560096 0.253205
0.625 0.288462
0.584135 0.246795
0.649038 0.288462
0.608173 0.241987
0.673077 0.288462
0.63101 0.235577
0.697115 0.288462
0.655048 0.230769
0.721154 0.288462
0.679087 0.224359
0.745192 0.288462
0.703125 0.219551
0.769231 0.288462
0.725962 0.213141
0.793269 0.288462
0.75 0.208333
0.817308 0.288462
0.774038 0.203526
0.841346 0.288462
0.796875 0.197115
0.865385 0.288462
0.820913 0.190705
0.144231 0.320513
0.115385 0.389423
0.168269 0.320513
0.138221 0.384615
0.192308 0.320513
0.16226 0.378205
0.216346 0.320513
0.186298 0.373397
0.240385 0.320513
0.209135 0.36859
0.264423 0.320513
0.233173 0.362179
0.288462 0.320513
0.257212 0.357372
0.3125 0.320513
0.280048 0.350962
0.336538 0.320513
0.304087 0.344551
0.360577 0.320513
0.328125 0.339744
0.384615 0.320513
0.352163 0.334936
0.408654 0.320513
0.375 0.328526
0.432692 0.320513
0.399038 0.322115
0.456731 0.320513
0.423077 0.317308
0.480769 0.320513
0.445913 0.3125
0.504808 0.320513
0.469952 0.30609
0.528846 0.320513
0.49399 0.301282
0.552885 0.320513
0.516827 0.296474
0.576923 0.320513
0.540865 0.290064
0.600962 0.320513
0.564904 0.283654
0.625 0.320513
0.58774 0.278846
0.649038 0.320513
0.611779 0.272436
0.673077 0.320513
0.635817 0.267628
0.697115 0.320513
0.659856 0.262821
0.721154 0.320513
0.682692 0.25641
0.745192 0.320513
0.706731 0.25
0.769231 0.320513
0.730769 0.245192
0.793269 0.320513
0.753606 0.240385
0.817308 0.320513
0.777644 0.233974
0.841346 0.320513
0.801683 0.229167
0.865385 0.320513
0.824519 0.222756
0.144231 0.352564
0.11899 0.421474
0.168269 0.352564
0.143029 0.416667
0.192308 0.352564
0.165865 0.410256
0.216346 0.352564
0.189904 0.403846
0.240385 0.352564
0.213942 0.399038
0.264423 0.352564
0.237981 0.394231
0.288462 0.352564
0.260817 0.387821
0.3125 0.352564
0.284856 0.383013
0.336538 0.352564
0.308894 0.376603
0.360577 0.352564
0.331731 0.371795
0.384615 0.352564
0.355769 0.365385
0.408654 0.352564
0.379808 0.360577
0.432692 0.352564
0.402644 0.355769
0.456731 0.352564
0.426683 0.349359
0.480769 0.352564
0.450721 0.342949
0.504808 0.352564
0.473558 0.338141
0.528846 0.352564
0.497596 0.333333
0.552885 0.352564
0.521635 0.326923
0.576923 0.352564
0.545673 0.322115
0.600962 0.352564
0.56851 0.315705
0.625 0.352564
0.592548 0.309295
0.649038 0.352564
0.616587 0.304487
0.673077 0.352564
0.639423 0.299679
0.697115 0.352564
0.663462 0.293269
0.721154 0.352564
0.6875 0.288462
0.745192 0.352564
0.710337 0.282051
0.769231 0.352564
0.734375 0.277244
0.793269 0.352564
0.758413 0.270833
0.817308 0.352564
0.782452 0.266026
0.841346 0.352564
0.805288 0.259615
0.865385 0.352564
0.829327 0.254808
0.144231 0.384615
0.123798 0.453526
0.168269 0.384615
0.146635 0.447115
0.192308 0.384615
0.170673 0.442308
0.216346 0.384615
0.194712 0.435897
0.240385 0.384615
0.217548 0.43109
0.264423 0.384615
0.241587 0.424679
0.288462 0.384615
0.265625 0.419872
0.3125 0.384615
0.288462 0.415064
0.336538 0.384615
0.3125 0.408654
0.360577 0.384615
0.336538 0.402244
0.384615 0.384615
0.359375 0.397436
0.408654 0.384615
0.383413 0.391026
0.432692 0.384615
0.407452 0.386218
0.456731 0.384615
0.43149 0.38141
0.480769 0.384615
0.454327 0.375
0.504808 0.384615
0.478365 0.36859
0.528846 0.384615
0.502404 0.363782
0.552885 0.384615
0.52524 0.358974
0.576923 0.384615
0.549279 0.352564
0.600962 0.384615
0.573317 0.347756
0.625 0.384615
0.596154 0.341346
0.649038 0.384615
0.620192 0.336538
0.673077 0.384615
0.644231 0.330128
0.697115 0.384615
0.668269 0.325321
0.721154 0.384615
0.691106 0.320513
0.745192 0.384615
0.715144 0.314103
0.769231 0.384615
0.739183 0.309295
0.793269 0.384615
0.762019 0.302885
0.817308 0.384615
0.786058 0.296474
0.841346 0.384615
0.810096 0.291667
0.865385 0.384615
0.832933 0.286859
0.144231 0.416667
0.127404 0.483974
0.168269 0.416667
0.151442 0.479167
0.192308 0.416667
0.174279 0.474359
0.216346 0.416667
0.198317 0.467949
0.240385 0.416667
0.222356 0.463141
0.264423 0.416667
0.245192 0.456731
0.288462 0.416667
0.269231 0.451923
0.3125 0.416667
0.293269 0.445513
0.336538 0.416667
0.317308 0.440705
0.360577 0.416667
0.340144 0.434295
0.384615 0.416667
0.364183 0.429487
0.408654 0.416667
0.388221 0.423077
0.432692 0.416667
0.411058 0.418269
0.456731 0.416667
0.435096 0.411859
0.480769 0.416667
0.459135 0.407051
0.504808 0.416667
0.481971 0.402244
0.528846 0.416667
0.50601 0.395833
0.552885 0.416667
0.530048 0.389423
0.576923 0.416667
0.554087 0.384615
0.600962 0.416667
0.576923 0.379808
0.625 0.416667
0.600962 0.373397
0.649038 0.416667
0.625 0.36859
0.673077 0.416667
0.647837 0.362179
0.697115 0.416667
0.671875 0.355769
0.721154 0.416667
0.695913 0.350962
0.745192 0.416667
0.71875 0.346154
0.769231 0.416667
0.742788 0.339744
0.793269 0.416667
0.766827 0.334936
0.817308 0.416667
0.790865 0.328526
0.841346 0.416667
0.813702 0.323718
0.865385 0.416667
0.83774 0.317308
0.144231 0.448718
0.13101 0.516026
0.168269 0.448718
0.155048 0.511218
0.192308 0.448718
0.179087 0.504808
0.216346 0.448718
0.203125 0.5
0.240385 0.448718
0.225962 0.49359
0.264423 0.448718
0.25 0.488782
0.288462 0.448718
0.274038 0.482372
0.3125 0.448718
0.296875 0.477564
0.336538 0.448718
0.320913 0.471154
0.360577 0.448718
0.344952 0.466346
0.384615 0.448718
0.36899 0.461538
0.408654 0.448718
0.391827 0.455128
0.432692 0.448718
0.415865 0.448718
0.456731 0.448718
0.438702 0.44391
0.480769 0.448718
0.46274 0.439103
0.504808 0.448718
0.486779 0.432692
0.528846 0.448718
0.510817 0.427885
0.552885 0.448718
0.533654 0.421474
0.576923 0.448718
0.557692 0.415064
0.600962 0.448718
0.581731 0.410256
0.625 0.448718
0.604567 0.405449
0.649038 0.448718
0.628606 0.399038
0.673077 0.448718
0.652644 0.394231
0.697115 0.448718
0.675481 0.387821
0.721154 0.448718
0.699519 0.383013
0.745192 0.448718
0.723558 0.376603
0.769231 0.448718
0.747596 0.371795
0.793269 0.448718
0.770433 0.366987
0.817308 0.448718
0.794471 0.360577
0.841346 0.448718
0.81851 0.355769
0.865385 0.448718
0.841346 0.349359
0.144231 0.480769
0.135817 0.548077
0.168269 0.480769
0.159856 0.541667
0.192308 0.480769
0.182692 0.536859
0.216346 0.480769
0.206731 0.530449
0.240385 0.480769
0.230769 0.525641
0.264423 0.480769
0.253606 0.520833
0.288462 0.480769
0.277644 0.514423
0.3125 0.480769
0.301683 0.508013
0.336538 0.480769
0.324519 0.503205
0.360577 0.480769
0.348558 0.498397
0.384615 0.480769
0.372596 0.491987
0.408654 0.480769
0.396635 0.487179
0.432692 0.480769
0.419471 0.480769
0.456731 0.480769
0.44351 0.474359
0.480769 0.480769
0.467548 0.469551
0.504808 0.480769
0.490385 0.464744
0.528846 0.480769
0.514423 0.458333
0.552885 0.480769
0.538462 0.453526
0.576923 0.480769
0.561298 0.448718
0.600962 0.480769
0.585337 0.442308
0.625 0.480769
0.609375 0.435897
0.649038 0.480769
0.633413 0.43109
0.673077 0.480769
0.65625 0.426282
0.697115 0.480769
0.680288 0.419872
0.721154 0.480769
0.704327 0.415064
0.745192 0.480769
0.727163 0.408654
0.769231 0.480769
0.751202 0.402244
0.793269 0.480769
0.77524 0.397436
0.817308 0.480769
0.798077 0.392628
0.841346 0.480769
0.822115 0.386218
0.865385 0.480769
0.846154 0.38141
0.144231 0.512821
0.139423 0.580128
0.168269 0.512821
0.163462 0.573718
0.192308 0.512821
0.1875 0.56891
0.216346 0.512821
0.210337 0.5625
0.240385 0.512821
0.234375 0.557692
0.264423 0.512821
0.258413 0.551282
0.288462 0.512821
0.282452 0.546474
0.3125 0.512821
0.305288 0.540064
0.336538 0.512821
0.329327 0.535256
0.360577 0.512821
0.353365 0.528846
0.384615 0.512821
0.376202 0.524038
0.408654 0.512821
0.40024 0.517628
0.432692 0.512821
0.424279 0.512821
0.456731 0.512821
0.447115 0.508013
0.480769 0.512821
0.471154 0.501603
0.504808 0.512821
0.495192 0.495192
0.528846 0.512821
